participant_id,split
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00047.flac,train
1-21_City_Council_Meeting_SLASH_1-21_City_Council_Meeting_DOT_mp3_00120.flac,train
10-10-17LivingSustainablyBPW_SLASH_10-10-17LivingSustainablyBPW_DOT_mp3_00005.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00214.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00080.flac,train
1-5-16_Historic_District_SLASH_1-5-16_Historic_District_DOT_mp3_00056.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00263.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00175.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00038.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00107.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00158.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00109.flac,train
1-25-18_Board_of_Appeals_SLASH_1-25-18_Board_of_Appeals_DOT_mp3_00023.flac,train
1-5-16_Historic_District_SLASH_1-5-16_Historic_District_DOT_mp3_00081.flac,train
1-12-16_Early_Bird_Breakfast_SLASH_1-12-16_Early_Bird_Breakfast_DOT_mp3_00025.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00177.flac,train
1-12-16_Planning_Commission_SLASH_1-12-16_Planning_Commission_DOT_mp3_00017.flac,train
1-18-17_City_Council_SLASH_1-18-17_City_Council_DOT_mp3_00023.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00070.flac,train
1-22_City_Council_Joint_Meeting_with_BPW_SLASH_1-22_City_Council_Joint_Meeting_with_BPW_DOT_mp3_00045.flac,train
1-23_Board_of_Appeals_SLASH_1-23_Board_of_Appeals_DOT_mp3_00040.flac,train
1-3-18_City_Council_Meeting_SLASH_1-3-18_City_Council_Meeting_DOT_HD_DOT_mp3_00026.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00187.flac,train
1-12-16_Early_Bird_Breakfast_SLASH_1-12-16_Early_Bird_Breakfast_DOT_mp3_00007.flac,train
1-4-17_City_Council_SLASH_1-4-17_City_Council_DOT_mp3_00076.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00343.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00189.flac,train
1-4-17_City_Council_SLASH_1-4-17_City_Council_DOT_mp3_00078.flac,train
1-22_City_Council_Joint_Meeting_with_BPW_SLASH_1-22_City_Council_Joint_Meeting_with_BPW_DOT_mp3_00165.flac,train
1-3-18_City_Council_Meeting_SLASH_1-3-18_City_Council_Meeting_DOT_HD_DOT_mp3_00012.flac,train
1-22_City_Council_Joint_Meeting_with_BPW_SLASH_1-22_City_Council_Joint_Meeting_with_BPW_DOT_mp3_00012.flac,train
1-5-16_Historic_District_SLASH_1-5-16_Historic_District_DOT_mp3_00069.flac,train
10-1-14_City_Council_SLASH_10-1-14_City_Council_DOT_mp3_00033.flac,train
1-21_City_Council_Meeting_SLASH_1-21_City_Council_Meeting_DOT_mp3_00170.flac,train
1-21_City_Council_Meeting_SLASH_1-21_City_Council_Meeting_DOT_mp3_00165.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00381.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00028.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00151.flac,train
1-23_Board_of_Appeals_SLASH_1-23_Board_of_Appeals_DOT_mp3_00042.flac,train
1-4-17_City_Council_SLASH_1-4-17_City_Council_DOT_mp3_00035.flac,train
1-18-17_City_Council_SLASH_1-18-17_City_Council_DOT_mp3_00012.flac,train
1-25-18_Board_of_Appeals_SLASH_1-25-18_Board_of_Appeals_DOT_mp3_00014.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00180.flac,train
1-4-17_City_Council_SLASH_1-4-17_City_Council_DOT_mp3_00073.flac,train
1-26-17_Board_of_Appeals_SLASH_1-26-17_Board_of_Appeals_DOT_HD_DOT_mp3_00045.flac,train
1-4-17_City_Council_SLASH_1-4-17_City_Council_DOT_mp3_00094.flac,train
1-26-17_Board_of_Appeals_SLASH_1-26-17_Board_of_Appeals_DOT_HD_DOT_mp3_00047.flac,train
1-6-16_City_Council_SLASH_1-6-16_City_Council_DOT_mp3_00096.flac,train
1-12-16_Early_Bird_Breakfast_SLASH_1-12-16_Early_Bird_Breakfast_DOT_mp3_00006.flac,train
1-22_City_Council_Joint_Meeting_with_BPW_SLASH_1-22_City_Council_Joint_Meeting_with_BPW_DOT_mp3_00109.flac,train
1-25-18_Board_of_Appeals_SLASH_1-25-18_Board_of_Appeals_DOT_mp3_00044.flac,train
1-22_City_Council_Joint_Meeting_with_BPW_SLASH_1-22_City_Council_Joint_Meeting_with_BPW_DOT_mp3_00070.flac,train
1-4-17_City_Council_SLASH_1-4-17_City_Council_DOT_mp3_00075.flac,train
1-21_City_Council_Meeting_SLASH_1-21_City_Council_Meeting_DOT_mp3_00067.flac,train
1-5-16_Historic_District_SLASH_1-5-16_Historic_District_DOT_mp3_00078.flac,train
1-28-16_Board_of_Appeals_SLASH_1-28-16_Board_of_Appeals_DOT_mp3_00075.flac,train
1-28-16_Board_of_Appeals_SLASH_1-28-16_Board_of_Appeals_DOT_mp3_00071.flac,train
1-25-18_Board_of_Appeals_SLASH_1-25-18_Board_of_Appeals_DOT_mp3_00039.flac,train
1-12-16_Early_Bird_Breakfast_SLASH_1-12-16_Early_Bird_Breakfast_DOT_mp3_00019.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00184.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00361.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00174.flac,train
1-3-18_City_Council_Meeting_SLASH_1-3-18_City_Council_Meeting_DOT_HD_DOT_mp3_00035.flac,train
1-28-16_Board_of_Appeals_SLASH_1-28-16_Board_of_Appeals_DOT_mp3_00024.flac,train
1-22_City_Council_Joint_Meeting_with_BPW_SLASH_1-22_City_Council_Joint_Meeting_with_BPW_DOT_mp3_00135.flac,train
1-5-16_Historic_District_SLASH_1-5-16_Historic_District_DOT_mp3_00002.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00111.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00248.flac,train
10-1-14_City_Council_SLASH_10-1-14_City_Council_DOT_mp3_00087.flac,train
1-4-17_City_Council_SLASH_1-4-17_City_Council_DOT_mp3_00102.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00203.flac,train
1-5-16_Historic_District_SLASH_1-5-16_Historic_District_DOT_mp3_00033.flac,train
1-26-17_Board_of_Appeals_SLASH_1-26-17_Board_of_Appeals_DOT_HD_DOT_mp3_00038.flac,train
1-12-16_Early_Bird_Breakfast_SLASH_1-12-16_Early_Bird_Breakfast_DOT_mp3_00021.flac,train
1-12-16_Early_Bird_Breakfast_SLASH_1-12-16_Early_Bird_Breakfast_DOT_mp3_00032.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00150.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00163.flac,train
1-12-16_Early_Bird_Breakfast_SLASH_1-12-16_Early_Bird_Breakfast_DOT_mp3_00024.flac,train
1-4-17_City_Council_SLASH_1-4-17_City_Council_DOT_mp3_00043.flac,train
1-9-18_Planning_Commission_SLASH_1-9-18_Planning_Commission_DOT_HD_DOT_mp3_00000.flac,train
1-25-18_Board_of_Appeals_SLASH_1-25-18_Board_of_Appeals_DOT_mp3_00019.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00283.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00126.flac,train
1-5-16_Historic_District_SLASH_1-5-16_Historic_District_DOT_mp3_00080.flac,train
1-18-17_City_Council_SLASH_1-18-17_City_Council_DOT_mp3_00016.flac,train
1-5-16_Historic_District_SLASH_1-5-16_Historic_District_DOT_mp3_00054.flac,train
1-22_City_Council_Joint_Meeting_with_BPW_SLASH_1-22_City_Council_Joint_Meeting_with_BPW_DOT_mp3_00126.flac,train
1-3-18_City_Council_Meeting_SLASH_1-3-18_City_Council_Meeting_DOT_HD_DOT_mp3_00043.flac,train
1-22_City_Council_Joint_Meeting_with_BPW_SLASH_1-22_City_Council_Joint_Meeting_with_BPW_DOT_mp3_00148.flac,train
1-28-16_Board_of_Appeals_SLASH_1-28-16_Board_of_Appeals_DOT_mp3_00072.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00039.flac,train
1-6-16_City_Council_SLASH_1-6-16_City_Council_DOT_mp3_00014.flac,train
1-5-16_Historic_District_SLASH_1-5-16_Historic_District_DOT_mp3_00089.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00153.flac,train
1-6-16_City_Council_SLASH_1-6-16_City_Council_DOT_mp3_00031.flac,train
1-23_Board_of_Appeals_SLASH_1-23_Board_of_Appeals_DOT_mp3_00031.flac,train
1-21_City_Council_Meeting_SLASH_1-21_City_Council_Meeting_DOT_mp3_00022.flac,train
1-22_City_Council_Joint_Meeting_with_BPW_SLASH_1-22_City_Council_Joint_Meeting_with_BPW_DOT_mp3_00048.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00208.flac,train
1-21_City_Council_Meeting_SLASH_1-21_City_Council_Meeting_DOT_mp3_00178.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00095.flac,train
10-1-14_City_Council_SLASH_10-1-14_City_Council_DOT_mp3_00041.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00103.flac,train
1-21_City_Council_Meeting_SLASH_1-21_City_Council_Meeting_DOT_mp3_00075.flac,train
1-25-18_Board_of_Appeals_SLASH_1-25-18_Board_of_Appeals_DOT_mp3_00030.flac,train
1-12-16_Early_Bird_Breakfast_SLASH_1-12-16_Early_Bird_Breakfast_DOT_mp3_00022.flac,train
10-1-14_City_Council_SLASH_10-1-14_City_Council_DOT_mp3_00015.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00302.flac,train
1-21_City_Council_Meeting_SLASH_1-21_City_Council_Meeting_DOT_mp3_00190.flac,train
1-23_Board_of_Appeals_SLASH_1-23_Board_of_Appeals_DOT_mp3_00017.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00365.flac,train
1-18-17_City_Council_SLASH_1-18-17_City_Council_DOT_mp3_00044.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00146.flac,train
1-4-17_City_Council_SLASH_1-4-17_City_Council_DOT_mp3_00066.flac,train
1-18-17_City_Council_SLASH_1-18-17_City_Council_DOT_mp3_00029.flac,train
1-12-16_Early_Bird_Breakfast_SLASH_1-12-16_Early_Bird_Breakfast_DOT_mp3_00038.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00337.flac,train
1-12-16_Early_Bird_Breakfast_SLASH_1-12-16_Early_Bird_Breakfast_DOT_mp3_00033.flac,train
1-23_Board_of_Appeals_SLASH_1-23_Board_of_Appeals_DOT_mp3_00037.flac,train
1-3-18_City_Council_Meeting_SLASH_1-3-18_City_Council_Meeting_DOT_HD_DOT_mp3_00019.flac,train
1-21_City_Council_Meeting_SLASH_1-21_City_Council_Meeting_DOT_mp3_00196.flac,train
1-9-18_Planning_Commission_SLASH_1-9-18_Planning_Commission_DOT_HD_DOT_mp3_00026.flac,train
1-22_City_Council_Joint_Meeting_with_BPW_SLASH_1-22_City_Council_Joint_Meeting_with_BPW_DOT_mp3_00068.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00028.flac,train
1-26-17_Board_of_Appeals_SLASH_1-26-17_Board_of_Appeals_DOT_HD_DOT_mp3_00053.flac,train
1-22_City_Council_Joint_Meeting_with_BPW_SLASH_1-22_City_Council_Joint_Meeting_with_BPW_DOT_mp3_00073.flac,train
1-18-17_City_Council_SLASH_1-18-17_City_Council_DOT_mp3_00081.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00069.flac,train
1-6-16_City_Council_SLASH_1-6-16_City_Council_DOT_mp3_00120.flac,train
1-28-16_Board_of_Appeals_SLASH_1-28-16_Board_of_Appeals_DOT_mp3_00086.flac,train
1-23_Board_of_Appeals_SLASH_1-23_Board_of_Appeals_DOT_mp3_00013.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00125.flac,train
1-21_City_Council_Meeting_SLASH_1-21_City_Council_Meeting_DOT_mp3_00125.flac,train
1-22_City_Council_Joint_Meeting_with_BPW_SLASH_1-22_City_Council_Joint_Meeting_with_BPW_DOT_mp3_00110.flac,train
1-9-18_Planning_Commission_SLASH_1-9-18_Planning_Commission_DOT_HD_DOT_mp3_00013.flac,train
1-6-16_City_Council_SLASH_1-6-16_City_Council_DOT_mp3_00029.flac,train
10-1-14_City_Council_SLASH_10-1-14_City_Council_DOT_mp3_00057.flac,train
10-1-14_City_Council_SLASH_10-1-14_City_Council_DOT_mp3_00039.flac,train
1-21_City_Council_Meeting_SLASH_1-21_City_Council_Meeting_DOT_mp3_00096.flac,train
1-25-18_Board_of_Appeals_SLASH_1-25-18_Board_of_Appeals_DOT_mp3_00015.flac,train
1-6-16_City_Council_SLASH_1-6-16_City_Council_DOT_mp3_00013.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00075.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00252.flac,train
1-3-18_City_Council_Meeting_SLASH_1-3-18_City_Council_Meeting_DOT_HD_DOT_mp3_00022.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00340.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00140.flac,train
1-6-16_City_Council_SLASH_1-6-16_City_Council_DOT_mp3_00019.flac,train
1-18-17_City_Council_SLASH_1-18-17_City_Council_DOT_mp3_00089.flac,train
1-22_City_Council_Joint_Meeting_with_BPW_SLASH_1-22_City_Council_Joint_Meeting_with_BPW_DOT_mp3_00151.flac,train
1-18-17_City_Council_SLASH_1-18-17_City_Council_DOT_mp3_00091.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00152.flac,train
1-6-16_City_Council_SLASH_1-6-16_City_Council_DOT_mp3_00124.flac,train
1-3-18_City_Council_Meeting_SLASH_1-3-18_City_Council_Meeting_DOT_HD_DOT_mp3_00024.flac,train
1-18-17_City_Council_SLASH_1-18-17_City_Council_DOT_mp3_00072.flac,train
1-22_City_Council_Joint_Meeting_with_BPW_SLASH_1-22_City_Council_Joint_Meeting_with_BPW_DOT_mp3_00056.flac,train
1-22_City_Council_Joint_Meeting_with_BPW_SLASH_1-22_City_Council_Joint_Meeting_with_BPW_DOT_mp3_00055.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00084.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00148.flac,train
1-26-17_Board_of_Appeals_SLASH_1-26-17_Board_of_Appeals_DOT_HD_DOT_mp3_00032.flac,train
1-25-18_Board_of_Appeals_SLASH_1-25-18_Board_of_Appeals_DOT_mp3_00009.flac,train
1-28-16_Board_of_Appeals_SLASH_1-28-16_Board_of_Appeals_DOT_mp3_00060.flac,train
1-18-17_City_Council_SLASH_1-18-17_City_Council_DOT_mp3_00103.flac,train
1-4-17_City_Council_SLASH_1-4-17_City_Council_DOT_mp3_00100.flac,train
1-18-17_City_Council_SLASH_1-18-17_City_Council_DOT_mp3_00011.flac,train
1-18-17_City_Council_SLASH_1-18-17_City_Council_DOT_mp3_00092.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00030.flac,train
1-6-16_City_Council_SLASH_1-6-16_City_Council_DOT_mp3_00114.flac,train
1-22_City_Council_Joint_Meeting_with_BPW_SLASH_1-22_City_Council_Joint_Meeting_with_BPW_DOT_mp3_00091.flac,train
1-25-18_Board_of_Appeals_SLASH_1-25-18_Board_of_Appeals_DOT_mp3_00037.flac,train
1-22_City_Council_Joint_Meeting_with_BPW_SLASH_1-22_City_Council_Joint_Meeting_with_BPW_DOT_mp3_00028.flac,train
1-18-17_City_Council_SLASH_1-18-17_City_Council_DOT_mp3_00094.flac,train
1-4-17_City_Council_SLASH_1-4-17_City_Council_DOT_mp3_00048.flac,train
1-26-17_Board_of_Appeals_SLASH_1-26-17_Board_of_Appeals_DOT_HD_DOT_mp3_00019.flac,train
1-22_City_Council_Joint_Meeting_with_BPW_SLASH_1-22_City_Council_Joint_Meeting_with_BPW_DOT_mp3_00152.flac,train
10-1-14_City_Council_SLASH_10-1-14_City_Council_DOT_mp3_00040.flac,train
1-21_City_Council_Meeting_SLASH_1-21_City_Council_Meeting_DOT_mp3_00043.flac,train
1-26-17_Board_of_Appeals_SLASH_1-26-17_Board_of_Appeals_DOT_HD_DOT_mp3_00057.flac,train
1-9-18_Planning_Commission_SLASH_1-9-18_Planning_Commission_DOT_HD_DOT_mp3_00033.flac,train
10-1-14_City_Council_SLASH_10-1-14_City_Council_DOT_mp3_00046.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00304.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00198.flac,train
1-18-17_City_Council_SLASH_1-18-17_City_Council_DOT_mp3_00056.flac,train
10-1-14_City_Council_SLASH_10-1-14_City_Council_DOT_mp3_00076.flac,train
1-23_Board_of_Appeals_SLASH_1-23_Board_of_Appeals_DOT_mp3_00008.flac,train
1-4-17_City_Council_SLASH_1-4-17_City_Council_DOT_mp3_00018.flac,train
1-18-17_City_Council_SLASH_1-18-17_City_Council_DOT_mp3_00084.flac,train
1-6-16_City_Council_SLASH_1-6-16_City_Council_DOT_mp3_00098.flac,train
1-22_City_Council_Joint_Meeting_with_BPW_SLASH_1-22_City_Council_Joint_Meeting_with_BPW_DOT_mp3_00133.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00073.flac,train
1-21_City_Council_Meeting_SLASH_1-21_City_Council_Meeting_DOT_mp3_00064.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00030.flac,train
1-6-16_City_Council_SLASH_1-6-16_City_Council_DOT_mp3_00103.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00234.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00082.flac,train
10-1-14_City_Council_SLASH_10-1-14_City_Council_DOT_mp3_00019.flac,train
1-6-16_City_Council_SLASH_1-6-16_City_Council_DOT_mp3_00018.flac,train
1-21_City_Council_Meeting_SLASH_1-21_City_Council_Meeting_DOT_mp3_00182.flac,train
10-1-14_City_Council_SLASH_10-1-14_City_Council_DOT_mp3_00079.flac,train
10-1-14_City_Council_SLASH_10-1-14_City_Council_DOT_mp3_00052.flac,train
1-3-18_City_Council_Meeting_SLASH_1-3-18_City_Council_Meeting_DOT_HD_DOT_mp3_00020.flac,train
1-18-17_City_Council_SLASH_1-18-17_City_Council_DOT_mp3_00078.flac,train
1-21_City_Council_Meeting_SLASH_1-21_City_Council_Meeting_DOT_mp3_00056.flac,train
1-4-17_City_Council_SLASH_1-4-17_City_Council_DOT_mp3_00028.flac,train
1-18-17_City_Council_SLASH_1-18-17_City_Council_DOT_mp3_00046.flac,train
1-5-16_Historic_District_SLASH_1-5-16_Historic_District_DOT_mp3_00020.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00182.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00315.flac,train
10-1-14_City_Council_SLASH_10-1-14_City_Council_DOT_mp3_00038.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00018.flac,train
1-21_City_Council_Meeting_SLASH_1-21_City_Council_Meeting_DOT_mp3_00150.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00105.flac,train
1-12-16_Early_Bird_Breakfast_SLASH_1-12-16_Early_Bird_Breakfast_DOT_mp3_00028.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00091.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00235.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00223.flac,train
1-22_City_Council_Joint_Meeting_with_BPW_SLASH_1-22_City_Council_Joint_Meeting_with_BPW_DOT_mp3_00011.flac,train
1-4-17_City_Council_SLASH_1-4-17_City_Council_DOT_mp3_00083.flac,train
1-5-16_Historic_District_SLASH_1-5-16_Historic_District_DOT_mp3_00090.flac,train
1-25-18_Board_of_Appeals_SLASH_1-25-18_Board_of_Appeals_DOT_mp3_00004.flac,train
1-3-18_City_Council_Meeting_SLASH_1-3-18_City_Council_Meeting_DOT_HD_DOT_mp3_00029.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00131.flac,train
1-28-16_Board_of_Appeals_SLASH_1-28-16_Board_of_Appeals_DOT_mp3_00077.flac,train
1-6-16_City_Council_SLASH_1-6-16_City_Council_DOT_mp3_00034.flac,train
1-5-16_Historic_District_SLASH_1-5-16_Historic_District_DOT_mp3_00040.flac,train
1-21_City_Council_Meeting_SLASH_1-21_City_Council_Meeting_DOT_mp3_00124.flac,train
1-23_Board_of_Appeals_SLASH_1-23_Board_of_Appeals_DOT_mp3_00043.flac,train
1-12-16_Planning_Commission_SLASH_1-12-16_Planning_Commission_DOT_mp3_00028.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00071.flac,train
1-5-16_Historic_District_SLASH_1-5-16_Historic_District_DOT_mp3_00049.flac,train
1-21_City_Council_Meeting_SLASH_1-21_City_Council_Meeting_DOT_mp3_00094.flac,train
1-26-17_Board_of_Appeals_SLASH_1-26-17_Board_of_Appeals_DOT_HD_DOT_mp3_00041.flac,train
1-6-16_City_Council_SLASH_1-6-16_City_Council_DOT_mp3_00052.flac,train
1-5-16_Historic_District_SLASH_1-5-16_Historic_District_DOT_mp3_00021.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00334.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00298.flac,train
1-21_City_Council_Meeting_SLASH_1-21_City_Council_Meeting_DOT_mp3_00126.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00135.flac,train
1-21_City_Council_Meeting_SLASH_1-21_City_Council_Meeting_DOT_mp3_00156.flac,train
1-21_City_Council_Meeting_SLASH_1-21_City_Council_Meeting_DOT_mp3_00059.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00112.flac,train
1-18-17_City_Council_SLASH_1-18-17_City_Council_DOT_mp3_00087.flac,train
1-18-18_City_Council_Meeting_SLASH_1-18-18_City_Council_Meeting_DOT_HD_DOT_mp3_00165.flac,train
1-3-18_City_Council_Meeting_SLASH_1-3-18_City_Council_Meeting_DOT_HD_DOT_mp3_00036.flac,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00209.flac,train
